AOIU_74,ADD,test1,true
AOIU_74,MUL,test1,false
AOIU_74,INVERSE,test1,false
AOIU_74,SHUFFLE,test1,true
AOIU_75,ADD,test1,true
AOIU_75,MUL,test1,false
AOIU_75,INVERSE,test1,false
AOIU_75,SHUFFLE,test1,true
AOIU_76,ADD,test1,true
AOIU_76,MUL,test1,false
AOIU_76,INVERSE,test1,false
AOIU_76,SHUFFLE,test1,true
AOIU_77,ADD,test1,true
AOIU_77,MUL,test1,false
AOIU_77,INVERSE,test1,false
AOIU_77,SHUFFLE,test1,true
AOIU_78,ADD,test1,true
AOIU_78,MUL,test1,false
AOIU_78,INVERSE,test1,false
AOIU_78,SHUFFLE,test1,true
AOIU_79,ADD,test1,true
AOIU_79,MUL,test1,false
AOIU_79,INVERSE,test1,false
AOIU_79,SHUFFLE,test1,true
AOIU_80,ADD,test1,true
AOIU_80,MUL,test1,false
AOIU_80,INVERSE,test1,false
AOIU_80,SHUFFLE,test1,true
AOIU_81,ADD,test1,true
AOIU_81,MUL,test1,false
AOIU_81,INVERSE,test1,false
AOIU_81,SHUFFLE,test1,true
AOIU_82,ADD,test1,true
AOIU_82,MUL,test1,false
AOIU_82,INVERSE,test1,false
AOIU_82,SHUFFLE,test1,true
AOIU_83,ADD,test1,true
AOIU_83,MUL,test1,false
AOIU_83,INVERSE,test1,false
AOIU_83,SHUFFLE,test1,true
AORB_185,ADD,test1,true
AORB_185,MUL,test1,false
AORB_185,INVERSE,test1,false
AORB_185,SHUFFLE,test1,true
AORB_186,ADD,test1,true
AORB_186,MUL,test1,false
AORB_186,INVERSE,test1,false
AORB_186,SHUFFLE,test1,true
AORB_187,ADD,test1,true
AORB_187,MUL,test1,false
AORB_187,INVERSE,test1,false
AORB_187,SHUFFLE,test1,true
AORB_188,ADD,test1,true
AORB_188,MUL,test1,false
AORB_188,INVERSE,test1,false
AORB_188,SHUFFLE,test1,true
AORB_189,ADD,test1,true
AORB_189,MUL,test1,false
AORB_189,INVERSE,test1,false
AORB_189,SHUFFLE,test1,true
AORB_190,ADD,test1,true
AORB_190,MUL,test1,false
AORB_190,INVERSE,test1,false
AORB_190,SHUFFLE,test1,true
AORB_191,ADD,test1,true
AORB_191,MUL,test1,false
AORB_191,INVERSE,test1,false
AORB_191,SHUFFLE,test1,true
AORB_192,ADD,test1,true
AORB_192,MUL,test1,false
AORB_192,INVERSE,test1,false
AORB_192,SHUFFLE,test1,true
AORB_193,ADD,test1,true
AORB_193,MUL,test1,false
AORB_193,INVERSE,test1,false
AORB_193,SHUFFLE,test1,true
AORB_194,ADD,test1,true
AORB_194,MUL,test1,false
AORB_194,INVERSE,test1,false
AORB_194,SHUFFLE,test1,true
AORB_195,ADD,test1,true
AORB_195,MUL,test1,false
AORB_195,INVERSE,test1,false
AORB_195,SHUFFLE,test1,true
AORB_196,ADD,test1,true
AORB_196,MUL,test1,false
AORB_196,INVERSE,test1,false
AORB_196,SHUFFLE,test1,true
AORB_197,ADD,test1,true
AORB_197,MUL,test1,false
AORB_197,INVERSE,test1,false
AORB_197,SHUFFLE,test1,true
AORB_198,ADD,test1,true
AORB_198,MUL,test1,false
AORB_198,INVERSE,test1,false
AORB_198,SHUFFLE,test1,true
AORB_199,ADD,test1,true
AORB_199,MUL,test1,false
AORB_199,INVERSE,test1,false
AORB_199,SHUFFLE,test1,true
AORB_200,ADD,test1,true
AORB_200,MUL,test1,false
AORB_200,INVERSE,test1,false
AORB_200,SHUFFLE,test1,true
AORB_201,ADD,test1,true
AORB_201,MUL,test1,false
AORB_201,INVERSE,test1,false
AORB_201,SHUFFLE,test1,true
AORB_202,ADD,test1,true
AORB_202,MUL,test1,false
AORB_202,INVERSE,test1,false
AORB_202,SHUFFLE,test1,true
AORB_203,ADD,test1,true
AORB_203,MUL,test1,false
AORB_203,INVERSE,test1,false
AORB_203,SHUFFLE,test1,true
AORB_204,ADD,test1,true
AORB_204,MUL,test1,false
AORB_204,INVERSE,test1,false
AORB_204,SHUFFLE,test1,true
AORB_205,ADD,test1,true
AORB_205,MUL,test1,false
AORB_205,INVERSE,test1,false
AORB_205,SHUFFLE,test1,true
AORB_206,ADD,test1,true
AORB_206,MUL,test1,false
AORB_206,INVERSE,test1,false
AORB_206,SHUFFLE,test1,true
AORB_207,ADD,test1,true
AORB_207,MUL,test1,false
AORB_207,INVERSE,test1,false
AORB_207,SHUFFLE,test1,true
AORB_208,ADD,test1,true
AORB_208,MUL,test1,false
AORB_208,INVERSE,test1,false
AORB_208,SHUFFLE,test1,true
AORB_209,ADD,test1,true
AORB_209,MUL,test1,false
AORB_209,INVERSE,test1,false
AORB_209,SHUFFLE,test1,true
AORB_210,ADD,test1,true
AORB_210,MUL,test1,false
AORB_210,INVERSE,test1,false
AORB_210,SHUFFLE,test1,true
AORB_211,ADD,test1,true
AORB_211,MUL,test1,false
AORB_211,INVERSE,test1,false
AORB_211,SHUFFLE,test1,true
AORB_212,ADD,test1,true
AORB_212,MUL,test1,false
AORB_212,INVERSE,test1,false
AORB_212,SHUFFLE,test1,true
AORB_213,ADD,test1,true
AORB_213,MUL,test1,false
AORB_213,INVERSE,test1,false
AORB_213,SHUFFLE,test1,true
AORB_214,ADD,test1,true
AORB_214,MUL,test1,false
AORB_214,INVERSE,test1,false
AORB_214,SHUFFLE,test1,true
AORB_215,ADD,test1,true
AORB_215,MUL,test1,false
AORB_215,INVERSE,test1,false
AORB_215,SHUFFLE,test1,true
AORB_216,ADD,test1,true
AORB_216,MUL,test1,false
AORB_216,INVERSE,test1,false
AORB_216,SHUFFLE,test1,true
AORB_217,ADD,test1,true
AORB_217,MUL,test1,false
AORB_217,INVERSE,test1,false
AORB_217,SHUFFLE,test1,true
AORB_218,ADD,test1,true
AORB_218,MUL,test1,false
AORB_218,INVERSE,test1,false
AORB_218,SHUFFLE,test1,true
AORB_219,ADD,test1,true
AORB_219,MUL,test1,false
AORB_219,INVERSE,test1,false
AORB_219,SHUFFLE,test1,true
AORB_220,ADD,test1,true
AORB_220,MUL,test1,false
AORB_220,INVERSE,test1,false
AORB_220,SHUFFLE,test1,true
AORS_27,ADD,test1,true
AORS_27,MUL,test1,false
AORS_27,INVERSE,test1,false
AORS_27,SHUFFLE,test1,true
AORS_28,ADD,test1,true
AORS_28,MUL,test1,false
AORS_28,INVERSE,test1,false
AORS_28,SHUFFLE,test1,true
AOIU_74,ADD,test1,true
AOIU_74,MUL,test1,false
AOIU_74,INVERSE,test1,false
AOIU_74,SHUFFLE,test1,true
AOIU_75,ADD,test1,true
AOIU_75,MUL,test1,false
AOIU_75,INVERSE,test1,false
AOIU_75,SHUFFLE,test1,true
AOIU_76,ADD,test1,true
AOIU_76,MUL,test1,false
AOIU_76,INVERSE,test1,false
AOIU_76,SHUFFLE,test1,true
AOIU_77,ADD,test1,true
AOIU_77,MUL,test1,false
AOIU_77,INVERSE,test1,false
AOIU_77,SHUFFLE,test1,true
AOIU_78,ADD,test1,true
AOIU_78,MUL,test1,false
AOIU_78,INVERSE,test1,false
AOIU_78,SHUFFLE,test1,true
AOIU_79,ADD,test1,true
AOIU_79,MUL,test1,false
AOIU_79,INVERSE,test1,false
AOIU_79,SHUFFLE,test1,true
AOIU_80,ADD,test1,true
AOIU_80,MUL,test1,false
AOIU_80,INVERSE,test1,false
AOIU_80,SHUFFLE,test1,true
AOIU_81,ADD,test1,true
AOIU_81,MUL,test1,false
AOIU_81,INVERSE,test1,false
AOIU_81,SHUFFLE,test1,true
AOIU_82,ADD,test1,true
AOIU_82,MUL,test1,false
AOIU_82,INVERSE,test1,false
AOIU_82,SHUFFLE,test1,true
AOIU_83,ADD,test1,true
AOIU_83,MUL,test1,false
AOIU_83,INVERSE,test1,false
AOIU_83,SHUFFLE,test1,true
AORB_185,ADD,test1,true
AORB_185,MUL,test1,false
AORB_185,INVERSE,test1,false
